Sara Borroni,PGEep1MAAAAJ,Text Mining
Sara Borroni,PGEep1MAAAAJ,Data Mining and Particle Physics
Fedor Ratnikov,vbLFLLEAAAAJ,High Energy Physics
Fedor Ratnikov,vbLFLLEAAAAJ,Machine Learning
Alex Smola,Tb0ZrYwAAAAJ,Machine Learning
Alex Smola,Tb0ZrYwAAAAJ,Deep Learning
Alex Smola,Tb0ZrYwAAAAJ,Systems
Kaiming He,DhtAFkwAAAAJ,Computer Vision
Kaiming He,DhtAFkwAAAAJ,Machine Learning
Luc Van Gool,TwMib_QAAAAJ,computer vision
Luc Van Gool,TwMib_QAAAAJ,machine learning
Luc Van Gool,TwMib_QAAAAJ,AI
Luc Van Gool,TwMib_QAAAAJ,autonomous cars
Luc Van Gool,TwMib_QAAAAJ,cultural heritage
Javier M. Duarte,GTtW9H0AAAAJ,high energy physics
Javier M. Duarte,GTtW9H0AAAAJ,particle physics
Javier M. Duarte,GTtW9H0AAAAJ,machine learning
Javier M. Duarte,GTtW9H0AAAAJ,higgs boson
Zhang Jianming,bwrCnUUAAAAJ,Pervasive Computing
Zhang Jianming,bwrCnUUAAAAJ,Wireless Multimedia Sensor Networks
Zhang Jianming,bwrCnUUAAAAJ,Machine Learning
Zhang Jianming,bwrCnUUAAAAJ,Image and Signal Processing
Nathaniel Odell,mq7PhfsAAAAJ,Particle Physics
Nathaniel Odell,mq7PhfsAAAAJ,Collider Physics
Nathaniel Odell,mq7PhfsAAAAJ,Machine Learning
Nathaniel Odell,mq7PhfsAAAAJ,Artificial Intelligence
Ross Girshick,W8VIEZgAAAAJ,computer vision
Ross Girshick,W8VIEZgAAAAJ,machine learning
TOMASO POGGIO,WgAGy7wAAAAJ,Machine Learning
TOMASO POGGIO,WgAGy7wAAAAJ,Learning Theory
TOMASO POGGIO,WgAGy7wAAAAJ,AI
TOMASO POGGIO,WgAGy7wAAAAJ,Neuroscience
TOMASO POGGIO,WgAGy7wAAAAJ,Computational Vision
Roberto Castello,JFdVZCcAAAAJ,Renewable Energy
Roberto Castello,JFdVZCcAAAAJ,Urban Physics
Roberto Castello,JFdVZCcAAAAJ,Particle Physics
Roberto Castello,JFdVZCcAAAAJ,Statistics
Roberto Castello,JFdVZCcAAAAJ,Machine Learning
Alexey Svyatkovskiy,0Oj4J4wAAAAJ,Particle physics
Alexey Svyatkovskiy,0Oj4J4wAAAAJ,Machine learning
Alexey Svyatkovskiy,0Oj4J4wAAAAJ,Computational Science
Christopher M. Bishop,gsr-K3ADUvAC,Machine learning
Julian Bunn,4vRmersAAAAJ,sensor networks
Julian Bunn,4vRmersAAAAJ,particle physics
Julian Bunn,4vRmersAAAAJ,high performance computing
Julian Bunn,4vRmersAAAAJ,machine learning
Julian Bunn,4vRmersAAAAJ,seismic networks
Sahill Poddar,fc7AWwsAAAAJ,Particle Physics
Sahill Poddar,fc7AWwsAAAAJ,Machine Learning
Sahill Poddar,fc7AWwsAAAAJ,Statistics
Sahill Poddar,fc7AWwsAAAAJ,Data Mining
Yaohua (Ivan) Chen Ph.D.,w7KbjWkAAAAJ,Data Mining
Yaohua (Ivan) Chen Ph.D.,w7KbjWkAAAAJ,Machine Learning
Yaohua (Ivan) Chen Ph.D.,w7KbjWkAAAAJ,Business Intelligence
Yaohua (Ivan) Chen Ph.D.,w7KbjWkAAAAJ,Big Data
Yaohua (Ivan) Chen Ph.D.,w7KbjWkAAAAJ,Predictive Analytics
Luigi Calligaris,VJTNwGoAAAAJ,High energy physics
Luigi Calligaris,VJTNwGoAAAAJ,particle physics
Luigi Calligaris,VJTNwGoAAAAJ,machine learning
Luigi Calligaris,VJTNwGoAAAAJ,FPGA
Luigi Calligaris,VJTNwGoAAAAJ,pattern recognition
Aatos Heikkinen,5bF75yoAAAAJ,Data driven business
Aatos Heikkinen,5bF75yoAAAAJ,Computational physics
Aatos Heikkinen,5bF75yoAAAAJ,Machine learning
Aatos Heikkinen,5bF75yoAAAAJ,Artificial Intelligence
Aatos Heikkinen,5bF75yoAAAAJ,AI
Robert Schapire,39JcQcEAAAAJ,machine learning
Jingdan Zhang,eBh1SzAAAAAJ,medical imaging
Jingdan Zhang,eBh1SzAAAAAJ,machine learning
Jingdan Zhang,eBh1SzAAAAAJ,computer vision
Jingdan Zhang,eBh1SzAAAAAJ,and graphics
Alex Krizhevsky,xegzhJcAAAAJ,Machine Learning
kamal Benslama,c1ImqpoAAAAJ,Particle physics
kamal Benslama,c1ImqpoAAAAJ,simulation
kamal Benslama,c1ImqpoAAAAJ,electronics
kamal Benslama,c1ImqpoAAAAJ,Education
kamal Benslama,c1ImqpoAAAAJ,Machine Learning
